Genome Name / Sample Name	JGI Project ID / ITS PID	DB	IMG_Name	IMG_Downloaded
Kosakonia sacchari CGMCC 1.12102	1041388	EntsacCGMC112102_FD	EntsacCGMC112102_FD.2596583580.tar.gz	YES
Klebsiella sp. NFIX40	1049853	KlespNFIX40_FD	KlespNFIX40_FD.2602042110.tar.gz	YES
Ensifer adhaerens RP12G	1051377	EnsadhRP12G_FD	EnsadhRP12G_FD.2617270914.tar.gz	YES
Marinobacterium stanieri DSM 7027	1097085	MarstaDSM7027_FD	MarstaDSM7027_FD.2681813548.tar.gz	YES
Sediminibacillus albus CGMCC 1.6502	1076354	SedalbCGMCC16502_FD	SedalbCGMCC16502_FD.2675902963.tar.gz	YES
Burkholderia cenocepacia TAtl-371	1066116	BurunaTAtl371_FD	BurunaTAtl371_FD.2690316368.tar.gz	YES
Actinobacteria gen. sp. DSM 45722	1048831	ActgenspDSM45722_FD	ActgenspDSM45722_FD.2602042045.tar.gz	YES
Aequorivita viscosa DSM 26349	1059127	AeqvisDSM26349_FD	AeqvisDSM26349_FD.2622736533.tar.gz	YES
Ectothiorhodosinus mongolicus M9	1102480	EctmonM9_FD	EctmonM9_FD.2681812864.tar.gz	YES
Actinopolyspora mzabensis DSM 45460	1055208	ActmzaDSM45460_FD	ActmzaDSM45460_FD.2619619027.tar.gz	YES
Gemmiger formicilis ATCC 27749	1035948	GemforATCC27749_FD	GemforATCC27749_FD.2590828806.tar.gz	YES
Natronincola ferrireducens DSM 18346	1048696	NatferDSM18346_FD	NatferDSM18346_FD.2599185225.tar.gz	YES
Acetivibrio cellulolyticus CD2, DSM 1870 (ORNL annotation)	52215	acece	acece.2510461053.tar.gz	YES
Paenibacillus sp. OK060	1094140	PaespOK060_FD	PaespOK060_FD.2684623002.tar.gz	YES
Shewanella denitrificans OS217	16368	shede	shede.2522572135.tar.gz	YES
Cryobacterium psychrotolerans CGMCC 1.5382	1076351	CrypsyCGMCC15382_FD	CrypsyCGMCC15382_FD.2667527402.tar.gz	YES
Pseudomonas gessardii BS2982	1066921	PsegesBS2982_FD	PsegesBS2982_FD.2636416191.tar.gz	YES
Desulfobacca acetoxidans ASRB2, DSM 11109	97996	DesaceDSM11109_FD	DesaceDSM11109_FD.2504136006.tar.gz	YES
Arthrobacter sp. B3	1105335	ArtspB3_FD	ArtspB3_FD.2710724203.tar.gz	YES
Pectobacterium wasabiae WPP163	400046	peccw	NA	NO
Megasphaera elsdenii J1	1060328	MegelsJ1_FD	MegelsJ1_FD.2627853554.tar.gz	YES
Stenotrophomonas maltophilia R551-3	16432	stema	NA	NO
Alteromonadaceae bacterium Bs12	1017236	BansetendosyBs12_FD	BansetendosyBs12_FD.2545555829.tar.gz	YES
Pseudomonas grimontii BS2976	1066922	PsegriBS2976_FD	PsegriBS2976_FD.2639762651.tar.gz	YES
Butyrivibrio sp. MC2013	1012767	ButspMC2013_FD	ButspMC2013_FD.2524614713.tar.gz	YES
Muricauda zhangzhouensis CGMCC 1.11028	1076336	MurzhaCGMC111028_FD	MurzhaCGMC111028_FD.2667527237.tar.gz	YES
Desulfovibrio desulfuricans desulfuricans ATCC 27774	98774	desd2	NA	NO
Myroides odoratus DSM 2801	401072	MyrodoDSM2801_FD	MyrodoDSM2801_FD.2506520050.tar.gz	YES
Thermocrispum municipale DSM 44069	405579	ThemunDSM44069_FD	ThemunDSM44069_FD.2513237119.tar.gz	YES
Prolixibacter bellariivorans ATCC BAA-1284	1024830	ProbelATCBAA1284_FD	ProbelATCBAA1284_FD.3361051-2556921657.tar.gz	YES
Desulfovibrio vulgaris RCH1	400374	desvr	desvr.2645727629.tar.gz	YES
Paraburkholderia xenovorans LB400	16630	burfu	burfu.2606217368.tar.gz	YES
Pseudomonas sp. NFPP17	1049694	PsespNFPP17_FD	PsespNFPP17_FD.2599185181.tar.gz	YES
Arthrobacter sp. OK362	1057502	ArtspOK362_FD	ArtspOK362_FD.2609459768.tar.gz	YES
Dictyoglomus turgidum DSM 6724	99075	dictu	NA	NO
Arthrobacter sp. OV407	1057500	ArtspOV407_FD	ArtspOV407_FD.2609459738.tar.gz	YES
Bacillus filamentosus SGD-14	1121067	BacfilSGD14_2_FD	BacfilSGD14_2_FD.2708742534.tar.gz	YES
Pseudomonas sp. URMO17WK12:I12	1007020	PsespURMO17WI12_FD	PsespURMO17WI12_FD.2523533507.tar.gz	YES
Flavobacterium marinum CGMCC 1.10825	1041409	FlamarCGMC110825_FD	FlamarCGMC110825_FD.2596583585.tar.gz	YES
Streptomyces griseus DSM 40236	1068281	StrgriDSM40236_FD	StrgriDSM40236_FD.2634166340.tar.gz	YES
Shewanella fidelis ATCC BAA-318	1013319	ShefidATCCBAA318_FD	ShefidATCCBAA318_FD.3148309-2545555820.tar.gz	YES
Acidaminobacter hydrogenoformans DSM 2784	1048720	AcihydDSM2784_FD	AcihydDSM2784_FD.2599185234.tar.gz	YES
Hydrogenovibrio marinus DSM 11271	1001039	HydmarDSM11271_FD	HydmarDSM11271_FD.2571042915.tar.gz	YES
Streptomyces sp. KhCrAH-337	1015941	StrspKhCrAH337_FD	StrspKhCrAH337_FD.2524614544.tar.gz	YES
Photorhabdus luminescens luminescens ATCC 29999	1047254	PholumATCC29999_FD	PholumATCC29999_FD.2597490348.tar.gz	YES
Thiomicrospira kuenenii DSM 12350	1000526	ThikueDSM12350_FD	ThikueDSM12350_FD.2531839724.tar.gz	YES
Paracoccus alkenifer DSM 11593	1055370	ParalkDSM11593_FD	ParalkDSM11593_FD.2617270733.tar.gz	YES
Thiohalomonas denitrificans HLD2	1042775	ThidenHLD2_FD	ThidenHLD2_FD.2593339163.tar.gz	YES
Phaeospirillum fulvum DSM 115	1053025	PhafulDSMZ115_FD	PhafulDSMZ115_FD.2596583689.tar.gz	YES
Clostridium cochlearium NLAE-zl-C224	1082174	ClococNLAEzlC224_FD	ClococNLAEzlC224_FD.2654588125.tar.gz	YES
Sphingobacterium mizutaii DSM 11724	1068468	SphmizDSM11724_FD	SphmizDSM11724_FD.2634166301.tar.gz	YES
Bacteroides faecis DSM 24798	1108140	BacfaeDSM24798_FD	BacfaeDSM24798_FD.2693429916.tar.gz	YES
Paenibacillus jilunlii CGMCC 1.10239	1076370	PaejilCGMC110239_FD	PaejilCGMC110239_FD.2667527409.tar.gz	YES
Glaciibacter superstes DSM 21135	1013846	GlasupDSM21135_FD	GlasupDSM21135_FD.2524614536.tar.gz	YES
Salinispora pacifica CNT609	1007342	SalpacCNT609_FD	SalpacCNT609_FD.2517572161.tar.gz	YES
Kribbella flavida IFO 14399, DSM 17836	98068	krifl	NA	NO
Microbacterium sp. CL140	1065172	MicspCL140_FD	MicspCL140_FD.2639762579.tar.gz	YES
Lachnospiraceae bacterium V9D3004	1026026	LacbacV9D3004_FD	LacbacV9D3004_FD.3407211-2558860119.tar.gz	YES
Desulfarculus baarsii 2st14, DSM 2075	98041	desbi	NA	NO
Butyrivibrio sp. WCD3002	1012809	ButspWCD3002_FD	ButspWCD3002_FD.2524614692.tar.gz	YES
Butyrivibrio fibrisolvens AB2020	1012752	ButfibAB2020_FD	ButfibAB2020_FD.2524614871.tar.gz	YES
Methylobacterium sp. UNC378MF	1026429	MetspUNC378MF_FD	MetspUNC378MF_FD.2590828861.tar.gz	YES
Sphingomonas sp. NFR15	1049643	SphspNFR15_FD	SphspNFR15_FD.2599185354.tar.gz	YES
Kriegella aquimaris DSM 19886	1059123	KriaquDSM19886_FD	KriaquDSM19886_FD.2622736525.tar.gz	YES
Romboutsia lituseburensis DSM 797	1068497	ClolitDSM797_FD	ClolitDSM797_FD.2634166902.tar.gz	YES
Pseudomonas sp. NFACC51	1049589	PsespNFACC51_FD	PsespNFACC51_FD.2599185289.tar.gz	YES
Pedobacter heparinus HIM 762-3, DSM 2366	1008387	pedhe	NA	NO
Ruminococcus sp. YE71	1034301	RumspYE71_FD	RumspYE71_FD.2593339149.tar.gz	YES
Pedobacter piscium DSM 11725	1059103	PedpisDSM11725_FD	PedpisDSM11725_FD.2622736436.tar.gz	YES
Salinispora arenicola CNX508	407409	SalareCNX508_2_FD	SalareCNX508_2_FD.2515154188.tar.gz	YES
Janthinobacterium sp. OK676	1057547	JanspOK676_FD	JanspOK676_FD.2609459643.tar.gz	YES
Thermovirga lienii Cas60314, DSM 17291	97986	ThelieDSM17291_FD	ThelieDSM17291_FD.2505119043.tar.gz	YES
Luteibacter sp. 22Crub2.1	1008198	Lutsp22Crub21_FD	Lutsp22Crub21_FD.2519899668.tar.gz	YES
Nostoc punctiforme PCC 73102	16223	nospu	NA	NO
Balneatrix alpica DSM 16621	1011016	BalalpDSM16621_FD	BalalpDSM16621_FD.3417005-2558860993.tar.gz	YES
Sphingomonas wittichii RW1	16890	sphwi	NA	NO
Marinobacter persicus SH-1B_Col6	1120082	MarperSH1B_Col6_FD	MarperSH1B_Col6_FD.2700989662.tar.gz	YES
Helicobacter bilis ATCC 51630	1024908	HelbilATCC51630_FD	HelbilATCC51630_FD.2563366541.tar.gz	YES
Belnapia moabensis DSM 16746	1011061	BelmoaDSM16746_FD	BelmoaDSM16746_FD.2571042000.tar.gz	YES
Butyrivibrio sp. INlla18	1034253	ButspINlla18_FD	ButspINlla18_FD.2593339254.tar.gz	YES
Pseudomonas sp. NFACC04-2	1049472	PsespNFACC042_FD	PsespNFACC042_FD.2599185311.tar.gz	YES
Atopobium parvulum IPP 1246, DSM 20469	98028	atopa	NA	NO
Fusobacterium perfoetens ATCC 29250	1024773	FusperATCC29250_FD	FusperATCC29250_FD.2556921626.tar.gz	YES
Marinobacter lipolyticus BF04_CF-4	402813	MarlipBF04_CF4_FD	MarlipBF04_CF4_FD.2515154082.tar.gz	YES
Hellea balneolensis DSM 19091	1002935	HelbalDSM19091_FD	HelbalDSM19091_FD.2524614726.tar.gz	YES
Mesorhizobium qingshengii CGMCC 1.12097	1041442	MesqinCGMC112097_FD	MesqinCGMC112097_FD.2596583656.tar.gz	YES
Actinoalloteichus cyanogriseus DSM 43889	1008535	ActcyaDSM43889_FD	ActcyaDSM43889_FD.2524614639.tar.gz	YES
Streptomyces sp. ScaeMP-e48	1006823	StrspScaeMPe48_FD	StrspScaeMPe48_FD.2513237106.tar.gz	YES
Pseudomonas syringae pv. lachrymans BS2122	1105423	PsesyrlachBS2122_FD	PsesyrlachBS2122_FD.2687453696.tar.gz	YES
Nitrospira marina Nb-295	1047341	NitmarNb295_FD	NitmarNb295_FD.2596583682.tar.gz	YES
Allisonella histaminiformans DSM 15230	1034307	AllhisDSM15230_FD	AllhisDSM15230_FD.2595698240.tar.gz	YES
Salinispora pacifica CNY330	1007351	SalpacCNY330_FD	SalpacCNY330_FD.2518645626.tar.gz	YES
Pseudomonas antarctica BS2772	1066913	PseantBS2772_FD	PseantBS2772_FD.2636416078.tar.gz	YES
Micromonospora chersina DSM 44151	1059262	MiccheDSM44151_FD	MiccheDSM44151_FD.2623620611.tar.gz	YES
Rhodanobacter sp. OR444	402833	RhospOR444_FD	RhospOR444_FD.2522125097.tar.gz	YES
Psychrobacillus sp. OK028	1094156	PsyspOK028_FD	PsyspOK028_FD.2687453675.tar.gz	YES
Clostridium saccharolyticum WM1, DSM 2544	52205	closa	NA	NO
Sphingomonas aestuarii DSM 19475	1030896	SphaesDSM19475_FD	SphaesDSM19475_FD.2576861403.tar.gz	YES
Klebsiella sp. NFIX23	1049802	KlespNFIX23_FD	KlespNFIX23_FD.2600255255.tar.gz	YES
Nocardioides szechwanensis CGMCC 1.11147	1076381	NocszeCGMC111147_FD	NocszeCGMC111147_FD.2671180088.tar.gz	YES
Eubacterium cellulosolvens LD2006	1020347	EubcelLD2006_FD	EubcelLD2006_FD.3407230-2558860138.tar.gz	YES
Pseudomonas sp. LAIL14HWK12:I10	1007050	PsespLAIL14HI10_FD	PsespLAIL14HI10_FD.2521172660.tar.gz	YES
Aureimonas altamirensis DSM 21988	1036590	AuraltDSM21988_FD	AuraltDSM21988_FD.2585427611.tar.gz	YES
Algoriphagus terrigena DSM 22685	1010752	AlgterDSM22685_FD	AlgterDSM22685_FD.2523231064.tar.gz	YES
Teredinibacter turnerae T7902	403887	TerturT7902_FD	TerturT7902_FD.2513237099.tar.gz	YES
Asinibacterium sp. OR43	402834	SedspOR43_FD	SedspOR43_FD.2509887033.tar.gz	YES
Desulfovibrio cuneatus DSM 11391	1010851	DescunDSM11391_FD	DescunDSM11391_FD.2523231026.tar.gz	YES
Frateuria aurantia Kondo 67, DSM 6220	403067	FraaurDSM6220_FD	FraaurDSM6220_FD.2088090010.tar.gz	YES
Streptococcus entericus DSM 14446	405808	StrDSM14446_FD	StrDSM14446_FD.2515154023.tar.gz	YES
Nitrosomonas eutropha C91	16217	nitec	nitec.2606217698.tar.gz	YES
Polynucleobacter sp. UB-Domo-W1	1121087	PolspUBDomoW1_FD	PolspUBDomoW1_FD.2710724123.tar.gz	YES
Shigella sonnei NLAE-zl-G496	1082126	ShisonNLAEzlG496_FD	ShisonNLAEzlG496_FD.2654588181.tar.gz	YES
Amycolatopsis thermoflava N1165, DSM 44574	404848	AmytheN1165_FD	AmytheN1165_FD.2512564010.tar.gz	YES
Uncharacterized Bacteria BCH_ug2-r01 (Uncharacterized Bacteria (BCH_13_ug2))	0	pinbe	NA	NO
Pseudomonas sp. NFACC49-2	1049583	PsespNFACC492_FD	PsespNFACC492_FD.2599185309.tar.gz	YES
Prevotella sp. BP1-145	1060346	PrespBP1145_FD	PrespBP1145_FD.2623620512.tar.gz	YES
Mesorhizobium sp. WSM3626	404577	MesspWSM3626_FD	MesspWSM3626_FD.2508501123.tar.gz	YES
Kibdelosporangium aridum DSM 43828	1048885	KibariDSM43828_FD	KibariDSM43828_FD.2595698251.tar.gz	YES
Paraburkholderia rhizosphaerae LMG 29544	1121079	BurrhiLMG29544_FD	BurrhiLMG29544_FD.2708743154.tar.gz	YES
Paraburkholderia symbiotica JPY-345	1121053	ParsymJPY345_FD	ParsymJPY345_FD.2708743149.tar.gz	YES
Peptostreptococcaceae bacterium VA2	1020287	PepbacVA2_FD	PepbacVA2_FD.2563366721.tar.gz	YES
Bartonella elizabethae F9251, ATCC 49927	1013301	BareliATCC49927_FD	BareliATCC49927_FD.2545555865.tar.gz	YES
Uncultured Spirochaete Spiro3 (Termite single cell)	0	pinbe	NA	NO
Arsenophonus nasoniae DSM 15247	1010788	ArsnasDSM15247_FD	ArsnasDSM15247_FD.3367602-2524614872.tar.gz	YES
Aminobacterium colombiense ALA-1, DSM 12261	98021	amico	NA	NO
Bradyrhizobium sp. WSM1253	403022	BraspWSM1253_FD	BraspWSM1253_FD.2508501042.tar.gz	YES
Sinorhizobium meliloti MVII-I	404604	SinmelMVIII_FD	SinmelMVIII_FD.2513237086.tar.gz	YES
Pseudomonas sp. NFACC17-2	1049511	PsespNFACC172_FD	PsespNFACC172_FD.2599185308.tar.gz	YES
Thioalkalivibrio sp. ALJ6	1000385	ThispALJ6_FD	ThispALJ6_FD.2517572109.tar.gz	YES
Desulfonatronum thiosulfatophilum ASO4-2	1042796	DesthiASO42_FD	DesthiASO42_FD.2596583601.tar.gz	YES
Gordonia sp. V-85	1052878	GordoniaspV85_FD	GordoniaspV85_FD.2615840623.tar.gz	YES
Dyadobacter beijingensis DSM 21582	1007460	DyabeiDSM21582_FD	DyabeiDSM21582_FD.2522125168.tar.gz	YES
Methylobacterium sp. 4-46	16147	met_4	NA	NO
Marinobacter sp. LV10MA510-1	1059993	MarspLV10MA5101_FD	MarspLV10MA5101_FD.2616644829.tar.gz	YES
Fusobacterium necrophorum ATCC 25286	1047272	FusnecATCC25286_FD	FusnecATCC25286_FD.2597490366.tar.gz	YES
Francisella tularensis mediasiatica FSC147	16039	null	NA	NO
Bacillus subtilis J26	403811	BacsubJ26_FD	BacsubJ26_FD.2505679046.tar.gz	YES
Paenibacillus macquariensis ATCC 23464	1095804	PaemacATCC23464_FD	PaemacATCC23464_FD.2681812895.tar.gz	YES
Pseudomonas congelans LMG 21466	1090706	PseconLMG21466_FD	PseconLMG21466_FD.2663762773.tar.gz	YES
Thermoanaerobacter mathranii mathranii A3, DSM 11426	52209	thema	NA	NO
Methylosinus trichosporium OB3b	99920	metti	metti.2507262027.tar.gz	YES
Desulforhopalus singaporensis DSM 12130	1048786	DessinDSM12130_FD	DessinDSM12130_FD.2596583525.tar.gz	YES
Pseudomonas guguanensis JCM 18416	1090713	PsegugJCM18416_FD	PsegugJCM18416_FD.2663762796.tar.gz	YES
Thermomicrobiales bacterium KI4	1024503	ThespKI4_FD	ThespKI4_FD.2574180439.tar.gz	YES
Belnapia rosea CGMCC 1.10758	1041376	BelrosCGMC110758_FD	BelrosCGMC110758_FD.2596583546.tar.gz	YES
Gracilimonas tropica DSM 19535	406505	GraDSM19535_FD	GraDSM19535_FD.2515154158.tar.gz	YES
Pseudoxanthomonas sp. CF125	1057567	PsespCF125_FD	PsespCF125_FD.2615840523.tar.gz	YES
Microcoleus sp. PCC 7113	401197	MicspPCC7113_FD	MicspPCC7113_FD.2509276031.tar.gz	YES
Lachnoclostridium phytofermentans KNHs2131	1022994	ClophyKNHs2131_FD	ClophyKNHs2131_FD.2574179770.tar.gz	YES
Desulfovibrio aespoeensis Aspo-2, DSM 10631	400558	DesaesAspo2_FD	NA	NO
Bacillus sp. CC120222-01	1023635	BacspCC12022201_FD	BacspCC12022201_FD.2547132509.tar.gz	YES
Slackia heliotrinireducens RHS 1, DSM 20476	97974	slahe	NA	NO
Paracoccus sp. J55	403834	ParacoccusspJ55_FD	ParacoccusspJ55_FD.2509276015.tar.gz	YES
Candidimonas bauzanensis CGMCC 1.10190	1058201	CanbauCGMC110190_FD	CanbauCGMC110190_FD.2617270875.tar.gz	YES
Pseudomonas poae A2-S9	1031920	PsefluA2S9_FD	PsefluA2S9_FD.2603880217.tar.gz	YES
Streptococcus sp. NLAE-zl-C503	1082173	StrspNLAEzlC503_FD	StrspNLAEzlC503_FD.2654588205.tar.gz	YES
Bacillus salsus IBRC-M10078	1071378	BacsalIBRCM10078_FD	BacsalIBRCM10078_FD.2651870172.tar.gz	YES
Bifidobacterium longum sv. Infantis	16937	bifli	NA	NO
Chryseobacterium sp. YR203	1035798	ChrspYR203_FD	ChrspYR203_FD.2588254257.tar.gz	YES
Prosthecochloris aestuarii SK413, DSM 271	16293	proae	NA	NO
Enterobacter cloacae DG6	1056010	EntcloDG6_FD	EntcloDG6_FD.2608642260.tar.gz	YES
Pseudomonas kuykendallii LMG 26364	1090719	PsekuyLMG26364_FD	PsekuyLMG26364_FD.2671180037.tar.gz	YES
Asanoa hainanensis CGMCC 4.5593	1085103	AsahaiCGMCC45593_FD	AsahaiCGMCC45593_FD.2675903059.tar.gz	YES
Alicyclobacillus vulcanalis DSM 16176	1097046	AlivulDSM16176_FD	AlivulDSM16176_FD.2681813550.tar.gz	YES
Succinimonas amylolytica DSM 2873	1005074	SucamyDSM2873_FD	SucamyDSM2873_FD.2522125086.tar.gz	YES
Marinobacter mobilis CGMCC 1.7059	1058164	MarmobCGMCC17059_FD	MarmobCGMCC17059_FD.2617270765.tar.gz	YES
Rhodococcus rhodochrous J3	1001120	RhorhoJ3_FD	RhorhoJ3_FD.2527291702.tar.gz	YES
Methylophilus sp. 42	404081	Metsp42_FD	Metsp42_FD.2516493012.tar.gz	YES
Corynebacterium appendicis DSM 44531	1097120	CorappDSM44531_FD	CorappDSM44531_FD.2681813517.tar.gz	YES
Salinispora pacifica CNR942	1007318	SalpacCNR942_FD	SalpacCNR942_FD.2518285561.tar.gz	YES
Chitinophaga japonensis DSM 13484	1048777	ChijapDSM13484_FD	ChijapDSM13484_FD.2596583629.tar.gz	YES
Litoreibacter ascidiaceicola DSM 100566	1107889	LitascDSM100566_FD	LitascDSM100566_FD.2695420937.tar.gz	YES
Sideroxydans lithotrophicus ES-1	16480	sidli	NA	NO
Escherichia coli BL21 (DE3)	400001	EsccolDE3pLysSAG_FD	NA	NO
Empedobacter brevis ATCC 43319	1006757	EmpbreATCC43319_FD	EmpbreATCC43319_FD.2521172654.tar.gz	YES
Cellulophaga sp. RHA_52	1045156	CelspRHA_52_FD	CelspRHA_52_FD.2593339236.tar.gz	YES
Lysobacter sp. YR284	1057549	LysspYR284_FD	LysspYR284_FD.2615840641.tar.gz	YES
Streptomyces sp. 2112.3	1107023	Strsp21123_FD	Strsp21123_FD.2684623030.tar.gz	YES
Bacillus anthracis A0488	16558	null	NA	NO
Actinobacillus capsulatus DSM 19761	1007451	ActcapDSM19761_FD	ActcapDSM19761_FD.2519899771.tar.gz	YES
Klebsiella sp. NFIX33	1049832	KlespNFIX33_FD	KlespNFIX33_FD.2600255301.tar.gz	YES
Klebsiella sp. NFPP35	1049727	KlespNFPP35_FD	KlespNFPP35_FD.2599185169.tar.gz	YES
Prochlorococcus sp. MIT9215	52085	prom5	prom5.2606217559.tar.gz	YES
Desulfovibrio fructosovorans JJ	400127	desfr	NA	NO
Vibrio pacinii DSM 19139	1030851	VibpacDSM19139_FD	VibpacDSM19139_FD.2565956518.tar.gz	YES
Thioalkalivibrio sp. ALE28	1000463	ThispALE28_FD	ThispALE28_FD.2517572115.tar.gz	YES
Salimicrobium album DSM 20748	1055382	SalalbDSM20748_FD	SalalbDSM20748_FD.2617270835.tar.gz	YES
Streptococcus gallolyticus VTM1R27	1041667	StrgalVTM1R27_FD	StrgalVTM1R27_FD.2595698218.tar.gz	YES
Entomoplasma lucivorax ATCC 49196	1013235	EntlucATCC49196_FD	EntlucATCC49196_FD.2540341223.tar.gz	YES
Micromonospora krabiensis DSM 45344	1059279	MickraDSM45344_FD	MickraDSM45344_FD.2617270872.tar.gz	YES
Paenibacillus chondroitinus OK414	1035765	PaechoOK414_FD	PaechoOK414_FD.2585428059.tar.gz	YES
Nitrosomonas halophila Nm1	1098104	NithalNm1_FD	NithalNm1_FD.2675903041.tar.gz	YES
Pseudomonas palleroniana BS3265	1066935	PsepalBS3265_FD	PsepalBS3265_FD.2639762588.tar.gz	YES
Pseudomonas fragi NRRL B-727	1090744	PsefraNRRLB727_FD	PsefraNRRLB727_FD.2667527431.tar.gz	YES
Tindallia californiensis APO	1042825	TincalAPO_FD	TincalAPO_FD.2651870111.tar.gz	YES
Pseudomonas brassicacearum 51MFCVI2.1	404756	Psebra51MFCVI21_FD	Psebra51MFCVI21_FD.2510065054.tar.gz	YES
Thermus scotoductus DSM 8553	1005104	ThescoDSM8553_FD	ThescoDSM8553_FD.2518645614.tar.gz	YES
Mangrovibacterium diazotrophicum DSM 27148	1108152	MandiaDSM27148_FD	MandiaDSM27148_FD.2695420982.tar.gz	YES
Herbiconiux ginsengi CGMCC 4.3491	1076398	HerginCGMCC43491_FD	HerginCGMCC43491_FD.2667527392.tar.gz	YES
Bacillus sp. 166AMFTsu	1065164	Bacsp166AMFTsu_FD	Bacsp166AMFTsu_FD.2636416173.tar.gz	YES
Anaerobiospirillum succiniciproducens DSM 6400	1013559	AnasucDSM6400_FD	AnasucDSM6400_FD.2528768184.tar.gz	YES
Thiomonas sp. FB-6, DSM 25805	1005152	ThiomonasspFB6_FD	ThiomonasspFB6_FD.2523533526.tar.gz	YES
Amycolatopsis nigrescens CSC17Ta-90, DSM 44992	404847	AmynigCSC17Ta90_FD	AmynigCSC17Ta90_FD.2515075013.tar.gz	YES
Acetomicrobium thermoterrenum DSM 13490	1048663	AnatheDSM13490_FD	AnatheDSM13490_FD.2599185146.tar.gz	YES
Gillisia mitskevichiae DSM 19839	1107848	GilmitDSM19839_FD	GilmitDSM19839_FD.2698536713.tar.gz	YES
delta proteobacterium sp. MLMS-1	16177	monla	monla.2606217485.tar.gz	YES
Thermotoga naphthophila RKU-10	16774	thena	NA	NO
Mesorhizobium sp. WSM1293	404574	MeslotWSM1293_FD	MeslotWSM1293_FD.2508501126.tar.gz	YES
Citreimonas salinaria DSM 26880	1108082	CitsalDSM26880_FD	CitsalDSM26880_FD.2693429906.tar.gz	YES
Bankia setacea BS02 (Isolate from shipworm gill tissue)	0	pinbe	NA	NO
Micromonospora pattaloongensis DSM 45245	1108079	MicpatDSM45245_FD	MicpatDSM45245_FD.2693429860.tar.gz	YES
Bradyrhizobium elkanii WSM2783	404546	BraelkWSM2783_FD	BraelkWSM2783_FD.2513237098.tar.gz	YES
Bacteroides salanitronis BL78, DSM 18170	401027	BacsalDSM18170_FD	NA	NO
Geopsychrobacter electrodiphilus DSM 16401	1005062	GeoeleDSM16401_FD	GeoeleDSM16401_FD.2522572047.tar.gz	YES
Cellulophaga algicola IC166, DSM 14237	401033	CelalgDSM14237_FD	NA	NO
Thermophagus xiamenensis DSM 19012	1108093	ThexiaDSM19012_FD	ThexiaDSM19012_FD.2693429893.tar.gz	YES
Pseudomonas sp. 35MFCvi1.1	1001099	Psesp35MFCvi11_FD	Psesp35MFCvi11_FD.2521172667.tar.gz	YES
Enterobacter sp. NFIX04	1049745	EntspNFIX04_FD	EntspNFIX04_FD.2600255311.tar.gz	YES
Mycoplasma gallisepticum ATCC 19610	1008126	MycgalATCC19610_FD	MycgalATCC19610_FD.2523533588.tar.gz	YES
Atopobium fossor DSM 15642	1012103	AtofosDSM15642_FD	AtofosDSM15642_FD.2523231056.tar.gz	YES
Zetaproteobacteria bacterium TAG-1	1036054	ZetbacTAG1_FD	ZetbacTAG1_FD.2582580733.tar.gz	YES
Pannonibacter indicus DSM 23407	1052806	PanindDSM23407_FD	PanindDSM23407_FD.2615840614.tar.gz	YES
Beijerinckia mobilis UQM 1969, DSM 2326	1008250	BeimobDSM2326_FD	BeimobDSM2326_FD.2576861816.tar.gz	YES
Kordiimonas gwangyangensis DSM 19435	406507	KorDSM19435_FD	KorDSM19435_FD.2517093004.tar.gz	YES
Thermoanaerobacter thermohydrosulfuricus DSM 7021	1053037	ThetheDSMZ7021_FD	ThetheDSMZ7021_FD.2597490336.tar.gz	YES
Peptostreptococcaceae bacterium pGA-8	1041652	PepbacpGA8_FD	PepbacpGA8_FD.2593339213.tar.gz	YES
Asaccharospora irregularis DSM 2635	1068496	CloirrDSM2635_FD	CloirrDSM2635_FD.2634166349.tar.gz	YES
Brucella abortus 2308 A	16600	null	NA	NO
Thalassospira xiamenensis DSM 17429	1010821	ThaxiaDSM17429_FD	ThaxiaDSM17429_FD.2681813519.tar.gz	YES
Pseudomonas jessenii BS3660	1066923	PsejesBS3660_FD	PsejesBS3660_FD.2639762619.tar.gz	YES
Micromonospora eburnea DSM 44814	1059263	MicebuDSM44814_FD	MicebuDSM44814_FD.2622736604.tar.gz	YES
Actinoplanes philippinensis DSM 43019	1086235	ActphiDSM43019_FD	ActphiDSM43019_FD.2675903218.tar.gz	YES
Crocosphaera watsonii WH 8501	16695	crowa	crowa.2606217280.tar.gz	YES
Actinokineospora inagensis DSM 44258	1013571	ActinaDSM44258_FD	ActinaDSM44258_FD.2528768220.tar.gz	YES
Bacillus sp. UNC322MFChir4.1	1026396	BacspUNC322MFC1_FD	BacspUNC322MFC1_FD.2574179748.tar.gz	YES
Acidovorax wautersii DSM 27981	1068506	AciwauDSM27981_FD	AciwauDSM27981_FD.2634166330.tar.gz	YES
Desulfovibrio salexigens DSM 2638	101257	dessa	NA	NO
Enterovibrio norvegicus DSM 15893	1010923	EntnorDSM15893_FD	EntnorDSM15893_FD.2599185265.tar.gz	YES
Corynebacterium coyleae DSM 44184	1068290	CorcoyDSM44184_FD	CorcoyDSM44184_FD.2634166170.tar.gz	YES
Fontimonas thermophila DSM 23609	1059057	FontheDSM23609_FD	FontheDSM23609_FD.2622736503.tar.gz	YES
Clostridium botulinum E3 Alaska E43	16947	null	NA	NO
Clostridium tyrobutyricum DSM 2637	1008511	ClotyrDSM2637_FD	ClotyrDSM2637_FD.2523533604.tar.gz	YES
