Genome	FullLength	PartialLength
2603880186	1	0
2603880187	1	0
2603880199	0	1
2603880202	4	0
2603880211	5	0
2603880214	14	0
2603880215	4	0
2603880217	7	0
2603880219	3	0
2603880220	10	0
2606217201	3	0
2606217240	1	0
2606217257	1	0
2606217259	1	0
2606217270	2	0
2606217271	1	0
2606217272	2	0
2606217273	6	0
2606217274	1	0
2606217275	1	0
2606217276	3	0
2606217277	2	0
2606217279	4	0
2606217280	2	0
2606217282	1	0
2606217295	1	0
2606217300	2	0
2606217304	3	0
2606217305	2	0
2606217306	1	0
2606217307	2	0
2606217308	4	0
2606217321	2	0
2606217322	5	0
2606217323	4	0
2606217327	1	0
2606217351	4	0
2606217368	6	0
2606217369	2	0
2606217371	1	0
2606217372	1	0
2606217374	4	0
2606217375	2	0
2606217395	6	0
2606217398	9	0
2606217400	2	0
2606217402	2	0
2606217457	2	0
2606217460	3	0
2606217461	2	0
2606217462	2	0
2606217464	6	0
2606217469	4	0
2606217472	1	0
2606217485	5	0
2606217490	2	0
2606217505	1	0
2606217506	3	0
2606217508	1	0
2606217509	2	0
2606217510	5	0
2606217514	2	0
2606217523	2	0
2606217525	1	0
2606217540	14	0
2606217548	2	0
2606217559	1	0
2606217562	2	0
2606217563	11	0
2606217568	13	0
2606217582	6	0
2606217604	4	0
2606217610	2	0
2606217611	3	0
2606217615	4	0
2606217619	2	0
2606217620	3	0
2606217649	5	0
2606217670	1	0
2606217693	2	0
2606217694	5	0
2606217695	1	0
2606217696	5	0
2606217697	9	0
2606217698	1	0
2606217699	1	0
2606217704	6	0
2606217706	2	0
2606217707	2	0
2606217708	1	0
2606217710	4	0
2606217714	6	0
2606217727	3	0
2606217733	1	0
2606217736	3	1
2606217737	2	0
2606217738	6	0
2606217744	6	0
2606217751	2	0
2606217752	3	0
2606217753	2	0
2606217754	2	0
2606217755	2	0
2606217756	1	0
2606217757	4	0
2606217758	4	0
2606217759	3	0
2606217760	4	1
2606217761	6	0
2606217762	2	0
2606217763	1	0
2606217764	5	0
2606217765	3	0
2606217797	1	0
2606217798	5	0
2606217799	4	0
2606217800	2	1
2606217805	5	1
2606217806	4	0
2606217810	2	0
2606217811	4	0
2606217812	3	0
2606217814	1	0
2606217815	4	0
2608642100	4	0
2608642105	0	0
2608642106	1	3
2608642107	0	0
2608642165	2	0
2608642166	2	0
2608642167	7	0
2608642168	3	0
2608642181	0	1
2608642189	0	1
2608642216	3	0
2608642217	1	0
2608642220	1	1
2608642243	1	0
2608642260	8	0
2609459615	3	0
2609459631	3	0
2609459632	5	1
2609459633	1	0
2609459641	2	0
2609459642	4	0
2609459643	6	0
2609459644	2	0
2609459674	2	1
2609459675	0	0
2609459710	1	0
2609459711	3	0
2609459712	0	1
2609459724	0	1
2609459726	4	0
2609459727	6	0
2609459734	0	1
2609459735	2	0
2609459736	2	0
2609459737	2	0
2609459738	4	1
2609459739	0	0
2609459740	2	0
2609459741	1	0
2609459742	4	1
2609459743	2	0
2609459751	2	0
2609459760	1	0
2609459761	6	0
2609459762	4	0
2609459763	4	0
2609459764	3	0
2609459765	1	1
2609459766	1	0
2609459767	3	0
2609459768	3	2
2615840522	3	0
2615840523	1	0
2615840524	7	0
2615840527	2	0
2615840528	14	0
2615840533	4	0
2615840536	5	0
2615840537	8	0
2615840538	9	2
2615840539	6	1
2615840540	1	0
2615840541	3	0
2615840592	1	0
2615840593	10	0
2615840594	3	0
2615840595	1	0
2615840601	3	0
2615840602	1	0
2615840603	2	0
2615840604	6	0
2615840605	1	0
2615840606	5	0
2615840607	5	0
2615840608	6	0
2615840609	1	0
2615840610	5	0
2615840611	2	1
2615840612	1	2
2615840613	1	0
2615840614	3	0
2615840615	5	0
2615840616	5	2
2615840617	4	0
2615840623	3	1
2615840624	1	0
2615840625	2	0
2615840626	1	0
2615840633	2	0
2615840634	8	0
2615840635	1	0
2615840636	2	0
2615840637	3	0
2615840638	4	0
2615840639	1	0
2615840640	1	0
2615840641	4	0
2615840642	2	0
2615840643	1	0
2615840644	3	1
2615840645	1	1
2615840646	1	0
2615840648	10	0
2615840649	3	0
2615840657	1	0
2615840658	11	0
2615840681	3	0
2615840685	10	0
2615840696	5	1
2615840697	3	0
2615840698	1	0
2615840705	3	1
2615840706	1	0
2615840707	1	0
2615840708	2	0
2615840709	1	0
2615840710	3	1
2615840711	1	0
2615840712	1	0
2615840713	1	0
2615840715	2	0
2615840716	1	0
2615840717	2	0
2615840718	2	0
2615840719	2	0
2615840720	2	0
2615840721	1	0
2615840722	6	0
2615840723	1	3
2615840724	3	0
2616644807	4	0
2616644808	3	0
2616644809	4	0
2616644810	1	0
2616644811	3	0
2616644812	1	0
2616644813	1	0
2616644814	3	0
2616644817	3	1
2616644818	3	0
2616644820	2	0
2616644821	3	0
2616644822	3	0
2616644829	3	0
2616644830	4	3
2616644831	3	0
2616644832	1	0
2616644833	2	0
2616644834	2	0
2616644843	1	1
2616644844	1	0
2616644845	3	0
2616644846	3	2
2616644847	2	0
2616644927	5	0
2616644941	1	0
2616644975	5	0
2616644976	5	1
2616644978	7	0
2616644986	2	0
2616645010	4	0
2616645019	7	0
2616645037	7	0
2617270705	3	0
2617270709	4	0
2617270721	6	0
2617270727	2	0
2617270728	7	0
2617270730	2	0
2617270731	2	1
2617270732	2	0
2617270733	3	0
2617270735	1	0
2617270736	9	0
2617270737	2	1
2617270738	1	0
2617270739	2	1
2617270740	7	0
2617270741	1	0
2617270742	2	1
2617270757	7	1
2617270759	6	0
2617270760	1	0
2617270761	3	0
2617270762	4	0
2617270763	0	0
2617270764	3	0
2617270765	4	0
2617270766	1	0
2617270767	5	0
2617270768	6	0
2617270769	4	1
2617270770	3	1
2617270777	3	0
2617270778	5	0
2617270779	1	1
2617270780	3	0
2617270781	1	0
2617270782	8	0
2617270783	3	0
2617270784	0	0
2617270785	2	0
2617270786	4	0
2617270787	1	0
2617270788	7	0
2617270789	0	0
2617270790	5	0
2617270824	2	0
2617270825	2	0
2617270826	2	0
2617270827	4	0
2617270828	1	0
2617270829	4	0
2617270830	3	1
2617270831	2	0
2617270834	3	0
2617270835	6	1
2617270836	1	0
2617270856	2	0
2617270859	3	0
2617270870	1	0
2617270871	4	0
2617270872	3	0
2617270873	1	0
2617270874	1	0
2617270875	1	0
2617270876	3	0
2617270877	1	0
2617270878	2	0
2617270879	2	0
2617270880	3	1
2617270881	1	0
2617270882	1	0
2617270883	3	0
2617270884	1	0
2617270885	1	0
2617270886	4	0
2617270887	1	0
2617270895	2	0
2617270898	3	0
2617270899	3	0
2617270900	3	0
2617270901	6	0
2617270902	1	0
2617270903	0	1
2617270904	5	1
2617270905	2	0
2617270906	4	2
2617270907	1	0
2617270908	1	0
2617270909	6	1
2617270910	5	0
2617270911	7	0
2617270912	4	0
2617270913	2	0
2617270914	3	0
2617270915	1	0
2617270916	2	0
2617270917	2	0
2617270918	1	0
2617270919	4	0
2617270920	0	0
2617270922	2	0
2617270923	4	0
2617270924	1	0
2617270925	4	0
2617270926	7	0
2617270927	5	1
2617270928	1	1
2617270929	0	0
2617270930	4	0
2617270931	1	0
2617270932	4	0
2617270933	0	1
2617270934	8	0
2617270935	1	0
2617270936	2	0
2619618817	2	0
2619618818	2	1
2619618819	1	0
2619618821	7	0
2619618822	6	0
2619618823	5	0
2619618824	4	0
2619618825	1	1
2619618835	3	0
2619618836	6	0
2619618868	4	0
2619618869	2	1
2619618871	5	0
2619618872	3	0
2619618873	1	0
2619618894	2	0
2619618938	4	0
2619618939	1	0
2619618957	5	0
2619618958	1	0
2619618959	4	0
2619618960	4	0
2619618961	1	0
2619618962	1	0
2619618990	0	1
2619618994	1	0
2619618995	0	1
2619618996	2	0
2619618997	1	0
2619619004	1	0
2619619005	2	1
2619619006	5	0
2619619007	3	1
2619619008	5	0
2619619009	2	0
2619619010	5	0
2619619011	3	0
2619619019	6	0
2619619023	4	0
2619619026	1	0
2619619027	3	0
2619619028	3	0
2619619029	1	1
2619619030	1	0
2619619031	3	0
2619619032	3	0
2619619033	6	0
2619619034	5	0
2619619035	3	0
2619619036	2	0
2619619037	1	0
2619619038	2	0
2619619046	1	0
2619619047	3	0
2619619048	4	0
2619619049	1	0
2619619073	7	0
2619619074	13	0
2619619079	1	0
2619619082	1	0
2619619094	4	0
2619619097	1	0
2619619641	3	0
2619619642	1	0
2619619643	1	0
2619619644	3	0
2619619645	3	0
2622736423	2	1
2622736429	0	1
2622736430	1	0
2622736431	1	0
2622736432	3	1
2622736433	4	0
2622736434	0	0
2622736435	1	0
2622736436	2	0
2622736437	4	0
2622736438	1	0
2622736446	1	0
2622736459	1	0
2622736476	5	0
2622736498	2	0
2622736499	1	0
2622736500	1	0
2622736501	1	0
2622736502	1	0
2622736503	1	0
2622736504	3	0
2622736505	1	0
2622736506	2	0
2622736507	2	1
2622736508	4	2
2622736509	1	0
2622736510	2	1
2622736511	2	0
2622736512	1	0
2622736513	4	0
2622736514	0	0
2622736515	1	0
2622736517	2	0
2622736518	2	0
2622736519	4	0
2622736520	2	1
2622736521	4	1
2622736522	1	0
2622736523	0	0
2622736524	0	0
2622736525	1	0
2622736526	0	1
2622736527	1	0
2622736529	12	1
2622736530	1	0
2622736531	5	0
2622736532	2	0
2622736533	1	0
2622736534	4	0
2622736535	3	0
2622736536	1	0
2622736537	3	0
2622736538	0	0
2622736539	2	0
2622736540	2	0
2622736541	2	0
2622736542	1	0
2622736579	5	0
2622736580	2	0
2622736581	2	0
2622736582	5	0
2622736583	2	0
2622736584	3	0
2622736585	2	0
2622736586	0	1
2622736587	2	0
2622736588	8	0
2622736589	2	0
2622736590	2	0
2622736591	3	0
2622736592	4	1
2622736593	1	0
2622736594	0	1
2622736595	2	0
2622736598	1	0
2622736599	2	0
2622736603	3	0
2622736604	3	0
2622736605	3	0
2622736606	4	0
2622736608	4	0
2622736609	2	0
2622736610	9	0
2622736611	2	0
2622736612	2	2
2622736613	3	0
2622736626	3	0
2622736627	8	0
2622736628	9	0
2622736631	4	0
2622736636	1	0
2622736637	1	0
2623620396	3	0
2623620441	7	0
2623620451	3	0
2623620452	6	0
2623620453	5	0
2623620454	6	0
2623620455	4	0
2623620456	5	0
2623620457	1	0
2623620458	3	1
2623620459	0	0
2623620473	3	0
2623620474	3	0
2623620475	5	0
2623620476	1	2
2623620477	2	0
2623620478	4	0
2623620479	3	0
2623620480	4	0
2623620481	4	0
2623620482	4	0
2623620483	2	0
2623620484	1	0
2623620485	1	0
2623620486	4	0
2623620487	3	1
2623620508	4	0
2623620509	3	0
2623620510	1	1
2623620511	1	0
2623620512	3	0
2623620513	10	0
2623620514	4	0
2623620515	2	0
2623620516	1	1
2623620517	2	0
2623620518	1	0
2623620519	4	0
2623620520	3	0
2623620521	3	1
2623620522	2	0
2623620524	3	0
2623620525	2	0
2623620551	4	0
2623620552	4	0
2623620554	4	0
2623620555	9	0
2623620556	2	0
2623620557	3	0
2623620567	4	0
2623620569	4	0
2623620579	2	2
2623620580	2	0
2623620583	2	0
2623620585	6	0
2623620609	4	0
2623620610	3	0
2623620611	3	0
2623620612	3	0
2623620613	1	0
2623620614	3	0
2623620615	7	0
2623620617	6	0
2623620618	6	0
2623620621	2	0
2623620625	1	2
2623621014	1	0
2623621019	2	0
2623621020	1	0
2623621021	5	1
2623621022	4	0
2623621023	2	0
2626541589	5	0
2627853554	3	0
2627853595	2	0
2627853598	3	0
2627853599	4	0
2627853600	2	0
2627853601	2	0
2627853602	2	0
2627853606	2	0
2627853607	4	0
2627853609	3	0
2627854283	4	0
2627854284	3	0
2627854285	3	0
2627854286	5	0
2627854287	6	0
2627854288	5	0
2627854289	4	0
2627854290	4	0
2627854291	6	0
2630968219	1	0
2630968261	5	0
2630968262	3	0
2630968263	3	0
2630968264	4	0
2630968289	4	0
2630968292	4	0
2630968293	3	0
2630968294	3	0
2630968301	2	0
2630968302	2	0
2630968572	6	0
2630968672	10	0
2630968996	2	0
2630968997	4	0
2630969010	2	0
2630969012	4	0
2634166153	3	0
2634166154	1	0
2634166170	4	0
2634166172	4	0
2634166173	2	0
2634166182	3	0
2634166197	6	0
2634166198	4	0
2634166199	5	0
2634166206	6	0
2634166273	4	0
2634166274	6	0
2634166275	4	0
2634166276	4	0
2634166279	2	0
2634166280	7	0
2634166281	2	0
2634166282	5	0
2634166294	4	0
2634166295	1	0
2634166296	1	0
2634166297	2	0
2634166298	3	0
2634166299	2	0
2634166300	2	1
2634166301	2	0
2634166302	1	0
2634166303	2	0
2634166304	3	0
2634166305	4	0
2634166306	2	0
2634166307	2	0
2634166308	4	0
2634166309	1	0
2634166310	1	1
2634166311	4	0
2634166313	2	0
2634166314	2	0
2634166315	1	0
2634166316	1	0
2634166317	3	0
2634166318	1	1
2634166319	1	0
2634166320	4	0
2634166321	3	0
2634166322	8	1
2634166323	6	0
2634166324	4	1
2634166325	4	0
2634166326	4	0
2634166327	4	0
2634166328	1	1
2634166329	2	0
2634166330	1	0
2634166331	1	3
2634166332	7	0
2634166333	4	0
2634166334	4	0
2634166335	6	0
2634166336	3	0
2634166337	3	0
2634166338	5	0
2634166339	4	0
2634166340	6	0
2634166341	3	0
2634166342	2	0
2634166343	4	0
2634166344	4	0
2634166345	2	0
2634166346	1	0
2634166347	2	0
2634166348	4	0
2634166349	8	0
2634166350	5	0
2634166351	3	1
2634166352	1	1
2634166353	3	0
2634166354	4	0
2634166355	1	0
2634166356	7	0
2634166357	1	0
2634166358	6	0
2634166359	2	0
2634166360	2	0
2634166362	4	0
2634166363	2	0
2634166369	2	0
2634166370	2	0
2634166371	6	0
2634166372	1	0
2634166373	6	0
2634166410	3	0
2634166516	1	0
2634166531	4	0
2634166548	3	0
2634166549	5	0
2634166551	5	0
2634166628	7	0
2634166844	3	0
2634166896	2	0
2634166897	2	0
2634166899	4	0
2634166900	6	1
2634166901	4	0
2634166902	7	1
2634166903	0	0
2634166904	2	0
2636415640	7	0
2636415642	7	0
2636415968	3	0
2636415974	2	0
2636415975	5	0
2636415976	1	0
2636415977	1	0
2636415978	3	0
2636415982	2	0
2636416004	6	0
2636416005	2	0
2636416006	2	0
2636416017	5	0
2636416018	4	0
2636416019	5	0
2636416020	6	0
2636416021	3	0
2636416022	2	0
2636416028	3	0
2636416034	2	0
2636416037	6	0
2636416038	8	0
2636416040	1	0
2636416043	2	1
2636416046	9	0
2636416047	2	0
2636416048	1	0
2636416051	3	0
2636416056	1	0
2636416057	1	0
2636416058	3	0
2636416059	0	1
2636416060	5	1
2636416063	1	0
2636416064	5	0
2636416065	5	0
2636416066	0	0
2636416067	2	0
2636416068	7	0
2636416069	8	0
2636416070	8	0
2636416071	7	1
2636416072	5	0
2636416073	3	0
2636416074	5	1
2636416078	6	0
2636416079	7	1
2636416080	1	0
2636416082	3	0
2636416083	6	0
2636416085	4	0
2636416124	1	0
2636416169	6	0
2636416171	9	0
2636416172	10	0
2636416173	9	0
2636416174	10	0
2636416175	0	0
2636416176	6	0
2636416177	4	0
2636416187	6	0
2636416188	8	0
2636416189	9	0
2636416190	7	0
2636416191	5	0
2636416192	1	0
2636416193	5	0
2639762506	6	0
2639762507	2	1
2639762508	2	0
2639762509	5	0
2639762518	7	0
2639762519	7	0
2639762521	2	0
2639762524	10	0
2639762525	4	0
2639762526	1	0
2639762527	11	0
2639762528	10	0
2639762559	3	0
2639762560	7	0
2639762561	7	1
2639762562	2	0
2639762563	2	0
2639762564	2	0
2639762567	1	0
2639762568	10	0
2639762569	3	0
2639762573	1	0
2639762574	3	0
2639762575	1	0
2639762576	6	0
2639762577	5	0
2639762578	2	0
2639762579	3	0
2639762580	3	1
2639762581	2	0
2639762588	7	0
2639762589	1	0
2639762602	5	0
2639762615	2	0
2639762616	2	0
2639762617	2	0
2639762618	7	0
2639762619	9	0
2639762620	1	0
2639762621	3	0
2639762622	10	0
2639762630	3	0
2639762631	3	0
2639762632	8	1
2639762633	5	0
2639762634	9	0
2639762635	1	0
2639762637	5	0
2639762638	9	0
2639762639	1	0
2639762651	7	0
2639762655	7	0
2639762659	2	0
2639762660	3	0
2639762661	1	0
2639762662	1	0
2639762715	5	0
2639763190	5	0
2639763195	5	0
2639763196	6	0
2639763197	7	0
2639763198	1	0
2639763199	1	0
2639763200	1	0
2642422515	1	0
2642422516	6	0
2642422517	4	0
2642422525	9	0
2642422537	2	0
2642422539	4	0
2642422540	4	0
2642422541	7	0
2642422542	1	1
2642422543	3	1
2642422544	3	0
2642422545	5	1
2642422546	2	0
2642422547	3	0
2642422548	3	0
2642422549	2	0
2642422550	4	0
2642422554	5	0
2642422555	3	0
2642422556	1	1
2642422557	6	0
2642422558	3	0
2642422559	2	0
2642422560	4	0
2642422561	4	0
2642422567	3	0
2642422585	1	0
2642422586	2	0
2642422587	3	0
2642422588	3	0
2642422592	2	0
2642422606	4	0
2643221409	0	1
2643221442	2	0
2643221445	3	0
2645727629	5	0
2645728113	6	0
2645728182	4	0
2648501322	2	0
2651869596	3	0
2651869922	1	0
2651869923	0	0
2651870011	1	0
2651870102	1	0
2651870103	6	0
2651870104	1	0
2651870105	3	0
2651870106	4	0
2651870107	3	0
2651870108	1	0
2651870109	2	0
2651870110	0	1
2651870111	4	1
2651870112	5	0
2651870113	1	0
2651870114	4	0
2651870115	1	0
2651870116	10	0
2651870117	4	0
2651870118	1	0
2651870119	3	0
2651870120	2	1
2651870121	3	0
2651870122	1	0
2651870123	2	0
2651870124	2	0
2651870125	2	0
2651870126	2	0
2651870127	2	0
2651870128	1	0
2651870129	2	0
2651870130	1	0
2651870170	4	1
2651870171	5	0
2651870172	8	1
2651870173	2	2
2651870174	6	0
2651870175	4	0
2651870176	5	0
2651870304	2	0
2651870305	2	0
2651870306	2	2
2651870307	2	0
2651870308	2	0
2651870309	2	1
2651870312	2	0
2651870313	2	1
2651870314	2	0
2651870315	4	2
2651870316	3	1
2651870317	2	0
2651870318	2	2
2651870319	3	0
2651870320	4	0
2651870321	5	0
2651870357	2	0
2651870358	1	1
2651870359	2	0
2651870360	2	0
2651870361	5	0
2651870362	5	0
2651870363	4	0
2651870364	6	0
2654587879	1	0
2654587880	2	2
2654587881	1	0
2654587882	2	0
2654587883	4	0
2654587884	3	0
2654587885	2	0
2654587895	8	0
2654587896	1	0
2654587897	5	1
2654587898	2	0
2654587899	4	0
2654587900	5	0
2654587901	1	0
2654588101	1	0
2654588102	1	0
2654588103	4	1
2654588104	2	1
2654588105	1	2
2654588106	3	0
2654588107	2	0
2654588108	5	0
2654588109	5	1
2654588110	5	0
2654588113	1	0
2654588114	7	0
2654588115	1	0
2654588116	6	0
2654588117	1	0
2654588118	3	0
2654588119	2	0
2654588120	4	0
2654588121	7	0
2654588122	6	0
2654588123	5	0
2654588124	6	1
2654588125	6	0
2654588126	6	1
2654588127	2	0
2654588128	5	1
2654588129	2	0
2654588130	5	1
2654588132	1	0
2654588134	2	1
2654588135	4	0
2654588136	5	1
2654588137	2	0
2654588138	2	0
2654588139	2	1
2654588140	2	0
2654588141	0	0
2654588142	2	0
2654588143	1	0
2654588144	2	1
2654588145	2	1
2654588146	2	0
2654588147	9	0
2654588148	3	0
2654588149	0	1
2654588150	0	0
2654588151	3	0
2654588171	6	0
2654588172	2	0
2654588173	4	0
2654588174	3	0
2654588175	2	0
2654588176	4	1
2654588177	0	0
2654588178	1	0
2654588179	1	1
2654588180	2	0
2654588181	4	0
2654588184	1	0
2654588192	3	0
2654588193	0	1
2654588194	2	0
2654588195	4	0
2654588196	3	0
2654588197	2	3
2654588198	7	0
2654588199	2	0
2654588200	3	0
2654588201	7	1
2654588202	2	2
2654588203	2	0
2654588204	1	0
2654588205	3	0
2654588206	2	0
2654588207	1	0
2654588208	3	0
2654588209	1	1
2654588210	3	2
2657244902	1	0
2657244903	1	0
2657244910	3	1
2657245269	4	2
2657245270	3	2
2657245271	1	0
2657245272	2	0
2657245330	3	0
2657245368	2	0
2657245369	1	0
2657245370	2	0
2657245700	1	0
2657245701	1	0
2657245702	1	0
2657245703	8	0
2657245704	1	0
2657245705	1	0
2657245706	1	0
2657245707	1	0
2657245708	1	0
2657245709	1	0
2657245710	5	0
2657245711	1	0
2657245712	7	0
2657245713	1	0
2657245714	1	0
2657245715	1	0
2657245716	1	0
2657245717	1	0
2657245718	1	0
2657245719	1	0
2657245720	1	0
2657245721	1	0
2657245722	1	0
2657245723	6	0
2657245724	1	0
2657245725	1	0
2657245726	1	0
2657245727	0	0
2657245728	1	0
2657245729	1	0
2660237900	2	0
2660238784	1	0
2663762716	0	0
2663762717	1	0
2663762718	2	0
2663762719	2	0
2663762720	4	0
2663762721	1	0
2663762722	1	0
2663762742	1	0
2663762743	1	0
2663762744	1	0
2663762745	1	0
2663762746	1	0
2663762747	1	0
2663762748	1	0
2663762749	0	1
2663762750	2	0
2663762751	1	0
2663762752	3	1
2663762753	1	0
2663762754	0	1
2663762755	1	0
2663762756	1	0
2663762758	5	0
2663762759	3	0
2663762760	3	0
2663762766	3	0
2663762767	1	0
2663762768	1	0
2663762769	0	1
2663762770	1	1
2663762771	2	0
2663762772	2	0
2663762773	1	0
2663762774	2	0
2663762775	2	0
2663762776	1	0
2663762777	1	0
2663762778	1	0
2663762779	1	0
2663762780	1	0
2663762781	2	0
2663762782	1	0
2663762783	1	0
2663762789	4	0
2663762790	3	0
2663762791	3	0
2663762792	3	0
2663762793	2	0
2663762794	1	0
2663762795	1	0
2663762796	2	0
2663762797	1	0
2663762798	4	0
2663763599	3	0
2663763600	1	0
2663763601	1	0
2663763602	3	0
2663763603	1	0
2663763604	1	0
2663763605	2	1
2663763606	3	0
2667527206	3	0
2667527207	3	0
2667527208	3	0
2667527209	2	0
2667527210	2	0
2667527211	1	0
2667527212	6	0
2667527218	2	0
2667527220	4	0
2667527223	5	0
2667527224	7	0
2667527226	2	0
2667527227	1	0
2667527228	6	0
2667527229	7	0
2667527230	6	0
2667527233	5	0
2667527234	2	0
2667527235	4	0
2667527236	3	0
2667527237	1	1
2667527377	3	0
2667527380	1	0
2667527383	1	0
2667527384	1	0
2667527385	7	0
2667527386	3	0
2667527387	3	0
2667527388	3	0
2667527389	2	0
2667527390	3	0
2667527391	3	0
2667527392	1	0
2667527393	2	0
2667527394	3	0
2667527396	3	0
2667527397	6	0
2667527402	1	1
2667527403	3	2
2667527404	3	1
2667527405	3	0
2667527406	4	0
2667527407	2	0
2667527408	1	0
2667527409	6	2
2667527410	0	1
2667527411	2	0
2667527412	4	1
2667527413	1	0
2667527430	6	0
2667527431	8	0
2667527432	5	0
2667527434	7	0
2667527435	3	0
2667527436	1	0
2667527437	2	0
2667527438	2	3
2667527439	3	0
2667527440	2	0
2667527441	2	1
2667527443	1	1
2667527444	3	1
2667527445	5	0
2667527446	4	1
2667527447	1	0
2667527448	3	0
2667527449	9	0
2667527450	0	1
2667527451	6	0
2667528167	3	0
2667528168	5	0
2667528169	4	1
2667528170	1	0
2667528171	1	0
2667528172	4	0
2667528173	1	0
2667528174	1	0
2667528175	1	0
2667528176	1	0
2667528178	2	0
2667528179	3	0
2667528180	5	0
2667528181	2	0
2667528182	7	0
2667528183	6	0
2667528184	1	0
2667528185	2	0
2667528186	1	0
2671180020	7	0
2671180021	4	0
2671180023	1	0
2671180025	1	0
2671180028	4	0
2671180029	1	0
2671180031	5	1
2671180032	2	0
2671180033	2	0
2671180034	0	1
2671180035	1	0
2671180036	1	0
2671180037	1	0
2671180038	4	0
2671180039	3	2
2671180040	6	0
2671180041	3	3
2671180042	1	0
2671180043	1	0
2671180065	1	0
2671180066	4	0
2671180067	2	0
2671180068	4	1
2671180069	1	0
2671180070	1	0
2671180071	1	0
2671180072	1	0
2671180073	1	0
2671180074	1	0
2671180075	1	0
2671180076	1	0
2671180077	1	0
2671180078	1	0
2671180079	1	0
2671180080	1	0
2671180081	1	0
2671180082	1	0
2671180083	7	0
2671180085	1	0
2671180087	2	1
2671180088	3	0
2671180089	6	0
2671180090	6	0
2671180091	1	0
2671180106	2	0
2671180112	1	0
2671180113	1	0
2671180114	1	0
2671180115	1	0
2671180116	5	0
2671180117	1	0
2671180118	1	0
2671180127	1	0
2671180128	1	0
2671180129	1	0
2671180130	1	0
2671180131	1	0
2671180132	1	0
2671180133	1	0
2671180134	1	0
2671180135	1	0
2671180136	1	0
2671180137	1	0
2671180139	1	0
2671180169	3	0
2671180170	2	1
2671180171	6	0
2671180172	1	0
2671180173	11	0
2671180174	6	0
2671180175	0	0
2671180176	1	0
2671180218	1	0
2671180219	1	0
2671180220	1	0
2671180221	3	0
2671180222	1	0
2671180223	7	0
2671180224	1	0
2671180225	2	0
2671180226	1	0
2671180227	1	0
2671180228	1	0
2671180229	1	0
2671180231	3	0
2671180232	3	0
2671180233	1	0
2671180234	1	0
2671180235	1	0
2675902957	5	0
2675902958	3	0
2675902959	6	0
2675902960	4	0
2675902961	6	0
2675902962	6	0
2675902963	6	1
2675902964	8	0
2675902965	5	0
2675903003	6	0
2675903005	5	0
2675903006	9	0
2675903007	4	0
2675903008	6	0
2675903011	2	0
2675903012	13	0
2675903013	1	0
2675903014	4	0
2675903015	1	0
2675903016	1	0
2675903017	1	0
2675903018	6	0
2675903019	1	0
2675903020	1	0
2675903021	1	0
2675903022	7	0
2675903023	1	0
2675903024	3	0
2675903025	6	0
2675903026	1	0
2675903027	4	0
2675903028	1	0
2675903029	1	0
2675903030	3	0
2675903031	11	0
2675903032	1	0
2675903033	1	0
2675903034	1	0
2675903035	1	0
2675903036	1	0
2675903037	1	0
2675903038	1	0
2675903039	1	0
2675903040	1	0
2675903041	1	0
2675903042	1	0
2675903043	1	0
2675903044	1	0
2675903045	1	0
2675903046	1	0
2675903049	4	0
2675903050	4	0
2675903051	4	0
2675903052	1	0
2675903053	3	0
2675903054	4	0
2675903055	5	0
2675903056	3	0
2675903057	5	0
2675903058	1	0
2675903059	3	0
2675903060	3	0
2675903061	0	2
2675903062	1	0
2675903063	5	1
2675903064	1	0
2675903065	5	0
2675903066	4	1
2675903067	1	0
2675903128	3	0
2675903129	1	0
2675903130	1	0
2675903131	8	1
2675903132	4	0
2675903133	1	0
2675903134	4	0
2675903135	6	0
2675903136	7	0
2675903137	4	0
2675903138	3	0
2675903139	3	1
2675903140	4	0
2675903141	1	0
2675903142	6	0
2675903143	1	0
2675903144	1	0
2675903145	1	0
2675903146	1	0
2675903147	1	0
2675903148	4	0
2675903149	5	0
2675903150	1	0
2675903151	1	0
2675903152	1	0
2675903153	5	0
2675903154	1	0
2675903155	1	0
2675903156	1	0
2675903157	1	0
2675903158	1	0
2675903159	1	0
2675903160	5	0
2675903161	1	0
2675903162	1	0
2675903163	1	0
2675903164	1	0
2675903165	1	0
2675903166	2	0
2675903167	10	0
2675903213	1	0
2675903214	1	0
2675903215	1	0
2675903216	1	0
2675903217	1	0
2675903218	3	0
2675903219	1	0
2675903220	4	0
2675903221	3	0
2675903222	1	0
2675903223	1	0
2675903224	1	0
2675903225	4	0
2675903226	1	0
2675903227	1	0
2675903228	23	0
2675903229	9	0
2675903230	1	0
2675903231	6	0
2675903232	1	0
2675903689	1	0
2675903690	1	0
2675903691	3	0
2675903692	1	0
2675903693	1	0
2675903694	1	0
2675903695	1	3
2675903696	5	0
2675903697	1	0
2675903698	3	0
2675903699	1	0
2675903700	5	1
2681812804	5	0
2681812805	7	0
2681812807	5	0
2681812808	2	0
2681812809	3	0
2681812810	1	0
2681812811	0	1
2681812812	4	0
2681812813	1	0
2681812814	1	0
2681812815	3	0
2681812816	4	0
2681812862	6	2
2681812863	8	1
2681812864	1	0
2681812865	1	0
2681812866	6	0
2681812867	1	0
2681812868	1	0
2681812869	4	0
2681812890	1	0
2681812891	2	0
2681812892	2	0
2681812893	2	0
2681812894	3	0
2681812895	10	0
2681812896	3	1
2681812897	5	0
2681812898	2	0
